"meaning","dictionary","dictionary2","stage","word","date","linkFile","linkFile2","parent","role","phase","time2","order","loadFile","condition","seed"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanapirol","8_18_2016_101022","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:10:22.116Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"pi","8_18_2016_101126","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:11:26.051Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"matata","8_18_2016_101016","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:10:16.373Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lana","8_18_2016_101035","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:10:35.502Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nanopi","8_18_2016_100955","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:09:55.439Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"manapika","8_18_2016_101050","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:10:50.539Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hakana","8_18_2016_101106","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:11:06.506Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"akipan","8_18_2016_101129","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:11:29.601Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nanopi","8_18_2016_101009","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:10:09.616Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"monaspin","8_18_2016_101132","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:11:32.845Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"matata","8_18_2016_101043","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:10:43.983Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanapistraal","8_18_2016_101001","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:10:01.829Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanapirol","8_18_2016_101006","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:10:06.414Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"moopi","8_18_2016_101026","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:10:26.959Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"matata","8_18_2016_101013","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:10:13.245Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lana","8_18_2016_101100","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","PH2_8_9_130358_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T08:11:00.243Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_095906_CH1_parent-PH2_8_9_130358_CH1_parent-Start_4","Learnability","Start_4"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"embryodambord","8_18_2016_103223","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:32:23.234Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"sundambord","8_18_2016_103229","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:32:29.684Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"embryodambord","8_18_2016_103101","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:31:01.258Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"ninehookdambord","8_18_2016_103135","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:31:35.883Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"cocktail","8_18_2016_103258","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:32:58.113Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"sunbol","8_18_2016_103152","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:31:52.245Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"embryobol","8_18_2016_103245","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:32:45.150Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"sunbol","8_18_2016_103232","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:32:32.809Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hoekjesembryo","8_18_2016_103122","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:31:22.524Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"sunweb","8_18_2016_103104","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:31:04.636Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"theehookzebra","8_18_2016_103147","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:31:47.168Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"ninehookdriehoek","8_18_2016_103318","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:33:18.302Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"embryozebra","8_18_2016_103335","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:33:35.603Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"sunzebra","8_18_2016_103111","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:31:11.649Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"threehookzebra","8_18_2016_103213","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:32:13.657Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"ninehookzebra","8_18_2016_103130","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","PH1_5_19_111631_CH2_parent-Start_4.lang","Part1","PH3","2016-08-18T08:31:30.144Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_101955_CH1_parent-PH1_5_19_111631_CH2_parent-Start_4","Learnability","Start_4"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanapa","8_18_2016_114144","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:41:44.194Z",10,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"miosi","8_18_2016_114236","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:42:36.048Z",16,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hukunapa","8_18_2016_114214","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:42:14.272Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mioti","8_18_2016_114051","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:40:51.968Z",3,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanapa","8_18_2016_114156","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:41:56.636Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"miora","8_18_2016_114117","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:41:17.619Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
6,NA,"broccoli_paprika_aardbei_appel_____________",-1,"nana","8_18_2016_114133","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:41:33.704Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
7,NA,"broccoli_paprika_aardbei_appel_____________",-1,"miopa","8_18_2016_114112","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:41:12.533Z",6,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
8,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lakana","8_18_2016_114229","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:42:29.799Z",15,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
9,NA,"broccoli_paprika_aardbei_appel_____________",-1,"miori","8_18_2016_114202","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:42:02.335Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
10,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanapa","8_18_2016_114106","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:41:06.025Z",5,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
11,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mioti","8_18_2016_114150","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:41:50.355Z",11,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
12,NA,"broccoli_paprika_aardbei_appel_____________",-1,"lanati","8_18_2016_114022","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:40:22.774Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
13,NA,"broccoli_paprika_aardbei_appel_____________",-1,"miora","8_18_2016_114059","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:40:59.206Z",4,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
14,NA,"broccoli_paprika_aardbei_appel_____________",-1,"hukunapa","8_18_2016_114043","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:40:43.613Z",2,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
15,NA,"broccoli_paprika_aardbei_appel_____________",-1,"mioti","8_18_2016_114127","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","PH1_6_14_114615_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T09:41:27.076Z",8,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_112916_CH1_parent-PH1_6_14_114615_CH1_parent-Start_4","Learnability","Start_4"
0,NA,"broccoli_paprika_aardbei_appel_____________",-1,"damduofish","8_18_2016_124257","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:42:57.068Z",7,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
1,NA,"broccoli_paprika_aardbei_appel_____________",-1,"damtristar","8_18_2016_124359","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:43:59.741Z",14,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
2,NA,"broccoli_paprika_aardbei_appel_____________",-1,"damduo","8_18_2016_124327","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:43:27.111Z",12,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
3,NA,"broccoli_paprika_aardbei_appel_____________",-1,"damduo","8_18_2016_124342","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:43:42.963Z",13,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
4,NA,"broccoli_paprika_aardbei_appel_____________",-1,"walkdots","8_18_2016_124138","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:41:38.995Z",1,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
5,NA,"broccoli_paprika_aardbei_appel_____________",-1,"dotsduo","8_18_2016_124307","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","PH1_6_28_095126_CH1_parent-Start_4.lang","Part1","PH3","2016-08-18T10:43:07.243Z",9,"../Backups/ILMLEX_Backups_Nov2016/results/PH3_8_18_123040_CH1_parent-PH1_6_28_095126_CH1_parent-Start_4","Learnability","Start_4"
